step,FTSC,SDQN Compressed Obs,SDQN Uncompressed Obs,CDQN Compressed Obs,CDQN Uncompressed Obs,,,98.09027778,565,97.22222222,560,99.30555556,572,99.30555556,572,65.79861111,379,46.70138889,269
26300,6.486000833,6.217976105,6.158443919,6.111215727,6.339126585,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
26325,6.437650019,6.133536668,6.247615282,6.146992461,6.319244138,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
26350,6.383262406,6.193019728,6.205518403,6.2840409,6.212419912,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
26375,6.418159917,6.244455617,6.280923298,6.148233694,6.285725094,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
26400,6.27696483,6.124410806,6.251190769,6.223895421,6.279856307,,,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE
26425,6.306111941,5.984658488,6.285300675,6.278734732,6.268052817,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
26450,6.586762731,6.12709198,6.276459732,6.175388187,6.153842071,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
26475,6.506219458,6.153527339,6.104664302,6.142315162,6.081532303,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
26500,6.280622494,5.968950251,6.056610242,6.058377223,6.087574069,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
26525,6.35116598,6.021696927,6.050060106,5.958538235,6.16120957,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
26550,6.352460507,6.004197652,5.932293456,5.947873006,6.037872646,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
26575,6.399187083,5.885241492,6.016522122,5.963538899,6.046337497,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
26600,6.332504753,6.042457852,6.046169563,6.05013601,6.005903992,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
26625,6.395340947,6.067626429,5.852017096,6.08564622,6.105014723,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
26650,6.399919684,6.053751157,5.969814882,6.066231954,6.039753534,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
26675,6.281154904,5.84160523,5.849064747,6.004938065,5.903526732,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
26700,6.280315162,5.777686687,5.862081917,5.94659873,5.950744122,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
26725,6.224696772,5.838575253,5.838983629,5.902244187,5.914797631,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
26750,6.330334934,5.939664755,5.961515282,5.876353331,5.953121948,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
26775,6.274412195,5.968825438,5.939721065,6.016137724,5.827517571,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
26800,6.314530311,5.944502187,5.99938272,5.941093363,5.858394926,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
26825,6.288836217,5.929782591,6.088327803,5.969296988,5.960423399,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
26850,6.326395556,6.015182133,5.929116395,6.013081798,6.003492315,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
26875,6.35996263,6.082588002,6.047399341,5.837794132,5.862051943,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
26900,6.272291553,5.946227191,5.982435142,5.862620244,5.87289028,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
26925,6.422121072,6.154990813,5.95716833,6.019804114,6.059277182,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
26950,6.418362928,6.075182596,5.892748348,6.029739738,5.851680093,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
26975,6.206103739,5.899539454,5.936486041,5.926003783,5.987265699,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
27000,6.18114693,5.866985959,5.933693508,5.905781744,5.836409665,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27025,6.1279932,5.950228872,5.969509988,5.912346869,5.710649709,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27050,6.199700711,5.848609638,5.949507492,6.008516593,5.837969142,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27075,6.259192102,5.867023997,5.895103543,6.102759783,5.882023626,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27100,6.45318513,5.904985811,6.007362243,5.98168046,5.949925237,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27125,6.249799746,6.053757906,5.987503753,6.048314755,5.8741859,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
27150,6.381714661,5.841924354,6.058150028,5.983086062,5.884730963,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27175,6.109678538,5.877565993,6.012951419,5.824156781,5.925170674,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
27200,6.190414847,6.002062183,6.085967356,5.808246231,5.977793781,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
27225,6.207680522,6.026172622,6.172549469,5.817689174,5.904698138,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
27250,6.157734139,5.948271526,5.90075223,5.949455653,5.868211056,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
27275,6.000031912,6.007494741,5.853257867,5.899768623,5.767186531,,,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
27300,6.078911429,6.015432163,5.9134461,5.878368342,5.883227921,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
27325,6.264684135,6.07017596,5.973905182,5.912419528,5.882799451,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
27350,6.139576964,5.818727175,6.034884567,5.929005163,5.729981502,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27375,6.146227556,6.044626462,5.96476589,5.929301996,5.889066985,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
27400,6.079937473,6.032617329,5.970993343,6.048631169,6.077898188,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
27425,6.059342256,5.865118656,5.970158766,6.050904994,5.979061948,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27450,6.069986066,5.980771565,6.282890744,5.935748649,5.900790511,,,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE
27475,6.298845667,5.757920256,6.159918914,5.833377641,5.77124545,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27500,6.085887904,5.862455832,6.10856615,5.918493083,5.933891814,,,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE
27525,6.142641406,5.979021107,6.029626245,6.005711153,6.005178732,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27550,6.305638511,5.952563653,6.04452494,5.972721118,5.978315589,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
27575,6.220762408,5.809000224,5.968021073,5.965429831,5.875220863,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27600,6.189718881,6.012709722,5.95084009,5.831695197,5.976713737,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
27625,6.092994924,5.914203901,5.928298259,5.926402491,5.909458943,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27650,6.210436713,5.872690902,5.913654563,5.780603324,5.758887418,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27675,6.243114511,5.715030511,5.989108179,5.777232051,5.740497476,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27700,6.089705998,5.703415111,6.181500579,5.893754172,5.749622634,,,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE
27725,6.275749442,5.988486498,5.929905355,5.911239094,5.825759267,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
27750,6.273982547,6.09523996,5.872491356,5.885622635,5.866508396,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
27775,6.139810865,6.001086802,5.937673344,6.105177274,5.674686402,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
27800,6.229142701,5.848935294,6.098457842,6.082769926,5.84956388,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27825,6.173855143,5.835151094,6.031374808,6.026698496,5.967196789,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27850,6.473201892,5.928995379,6.029705309,6.090625796,5.907503463,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27875,6.182390449,5.928983989,6.140620933,6.136664637,6.02231531,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
27900,6.20332596,5.904373778,6.087633384,5.76828769,6.007070208,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
27925,6.315526866,5.855185512,5.964966842,5.724411655,5.894726944,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
27950,6.125050797,5.882842842,5.846898495,5.762756922,5.885135998,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
27975,6.040696555,5.757575995,5.868613209,5.834665415,5.855423062,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
28000,6.029203659,5.712843743,5.855940769,5.744996221,5.972574694,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
28025,6.21100007,5.725488108,5.786094323,5.678446146,5.829663251,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
28050,6.187814413,5.661375213,5.915092372,5.673990668,5.653707651,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
28075,6.170860306,6.003934127,6.021253939,5.736440166,5.809478328,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
28100,6.068584798,6.074835446,5.938938952,5.933908035,5.785904342,,,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28125,6.145612651,5.828026905,6.030786136,5.998720161,5.867171807,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
28150,6.194922645,5.925718512,6.124581186,5.906284248,5.959002119,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
28175,6.27455579,5.857617406,6.052609157,5.909117223,6.048023047,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
28200,6.217050717,5.886246812,6.02554799,6.0321145,5.946976127,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
28225,6.255384636,5.85472343,5.974841844,5.938291478,5.89022878,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
28250,6.338112808,5.850340725,5.880966947,5.920406247,5.940742056,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
28275,6.330349322,5.850575942,5.922768064,5.84054606,5.822683443,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
28300,6.297617301,6.007183903,5.923015452,5.99219426,5.839155541,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28325,6.28601406,5.916464,5.927721026,5.928888847,5.804277501,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
28350,6.132873211,5.865715312,5.815673312,5.882254456,5.769694953,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28375,6.137598236,5.849141482,5.613425125,5.709025452,5.682375788,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28400,6.099552302,5.75565563,5.728351947,5.704437171,5.660268134,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28425,5.942620851,5.786986429,5.877259455,5.827295589,5.729052371,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
28450,5.99101654,5.572434887,5.859017697,5.766836941,5.711324137,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
28475,5.932454518,5.90476067,6.110319068,5.913626965,5.70386249,,,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE
28500,6.023380409,5.737573126,6.075291385,5.841315024,5.630866411,,,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE
28525,6.048294011,5.845150951,5.974529444,5.910154218,5.79767278,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
28550,6.136881031,5.962900736,5.903715586,6.073122367,6.009361592,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28575,6.144015545,5.878689814,5.960363004,6.065234228,5.919775869,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
28600,6.171273534,5.760534523,5.904647955,5.72558032,5.748347353,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
28625,6.313323084,5.699967147,5.906547002,5.882196376,5.871282268,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
28650,6.134368098,5.826676311,5.809395382,5.944690321,5.840054518,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28675,6.077604208,5.782150025,5.855593127,5.86350498,5.917185372,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
28700,6.098769267,5.640053047,6.018287297,5.845346122,5.927656849,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
28725,6.129390636,5.933661212,5.858064752,5.81936947,5.906507409,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
28750,6.174451939,5.829119706,5.989393296,5.796152213,5.959432525,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
28775,5.898330781,5.669873024,5.995696286,5.871195687,5.76891713,,,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE
28800,5.978748562,5.670625862,6.045725728,6.011991121,5.911262451,,,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE
28825,5.915193499,5.534928868,5.897866387,5.941027471,5.889088987,,,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE
28850,5.921162857,5.496225509,5.624841481,5.680231041,5.688944388,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
28875,5.822493195,5.475991752,5.836454051,5.559037538,5.791288649,,,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE
28900,5.727919561,5.434679935,5.667450563,5.48964594,5.599362521,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
28925,5.740610455,5.41102653,5.537303364,5.610967746,5.493235942,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
28950,5.709463034,5.492865839,5.530869132,5.467293431,5.583490852,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
28975,5.602476864,5.343799799,5.381973752,5.468227629,5.657437237,,,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE
29000,5.639451443,5.375618301,5.39585053,5.417914187,5.478112494,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
29025,5.87625553,5.471429754,5.51809027,5.450659907,5.443948269,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
29050,5.901218646,5.393974329,5.425589807,5.489987132,5.452523067,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
29075,5.753953683,5.302003507,5.395012929,5.387537912,5.522508051,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
29100,5.655422875,5.331399753,5.385558765,5.327871249,5.262513354,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
29125,5.624233516,5.379930175,5.436828842,5.313244435,5.409313827,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
29150,5.521685954,5.397024581,5.376027422,5.451241865,5.424686342,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29175,5.531564827,5.338426866,5.345557213,5.390773201,5.279153697,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
29200,5.508622174,5.222977209,5.393955787,5.272622917,5.234596842,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
29225,5.44793791,5.215007533,5.124352964,5.364307752,5.150301573,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29250,5.581331918,5.393814664,5.237520111,5.354872314,5.233437348,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29275,5.710378182,5.349704631,5.32509567,5.241339866,5.197733392,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29300,5.496861411,5.143233132,5.242256597,5.13163365,5.199550194,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
29325,5.467424752,5.172719055,5.312104329,5.296273053,5.209832233,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
29350,5.63008004,5.258914824,5.352931809,5.196253559,5.216832921,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
29375,5.579700325,5.150141513,5.412637675,5.369314532,5.230229606,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
29400,5.521948316,5.250087985,5.391874019,5.323892142,5.305968638,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
29425,5.523631979,5.195356512,5.3704885,5.212247101,5.288463996,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
29450,5.671619865,5.375784716,5.24812775,5.31472591,5.143346759,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29475,5.548909353,5.320483785,5.208391863,5.322824471,5.221598751,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29500,5.462358905,5.133722833,5.165393053,5.3603484,5.13072441,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
29525,5.506828494,5.16973617,5.16529136,5.234284207,5.091943364,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29550,5.526105609,5.325744348,5.260502708,5.216969228,5.092666665,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29575,5.605273739,5.3084693,5.287931987,5.204762802,5.192465441,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29600,5.527941542,5.032110643,5.191740435,5.321742119,5.352291913,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
29625,5.787246372,5.302687621,5.353070983,5.192362456,5.381937982,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
29650,5.882615553,5.381620314,5.395802094,5.414109341,5.437043389,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
29675,5.664631009,5.287415337,5.234120495,5.224537884,5.264127474,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
29700,5.544398766,5.326277115,5.322691037,5.138568273,5.271590155,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
29725,5.635759377,5.414118624,5.263251145,5.219428319,5.255317596,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
29750,5.602900901,5.266172312,5.244740996,5.218176827,5.271852646,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
29775,5.544513934,5.232838792,5.18510191,5.272258694,5.183842517,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29800,5.547636672,5.148874269,5.340237044,5.126560018,5.152382129,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
29825,5.373881007,5.04893661,5.322116079,5.224084547,5.08377584,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
29850,5.441286036,4.948979818,5.380153593,5.237869131,5.028368824,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
29875,5.453911897,5.134304397,5.276138971,5.215230111,5.141963468,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
29900,5.6471975,5.354108197,5.321275873,5.202010926,5.248594015,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
29925,5.573099969,5.223877666,5.349205502,5.199814397,5.229927218,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
29950,5.468299534,5.127763226,5.180965938,5.215936933,5.258516503,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
29975,5.608812376,5.383773363,5.291822936,5.118804157,5.235386154,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30000,5.642862468,5.243872709,5.282229613,5.244895515,5.168735793,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
30025,5.489458218,4.9906443,5.101775999,5.172036679,5.200947821,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30050,5.607954952,5.088420376,5.106614299,5.074345049,5.147249739,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30075,5.571942462,5.196168934,5.379734091,5.153596694,5.216801117,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30100,5.476201975,5.188930273,5.363881367,5.279013895,5.203785966,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
30125,5.387265811,5.172393953,5.206918706,5.227208304,5.135053473,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
30150,5.350148051,5.182254584,5.235990987,5.150147709,5.286191525,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30175,5.577199191,5.180382243,5.309474381,5.174086218,5.270706738,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30200,5.499749858,5.055401734,5.156168056,5.181410463,5.373427823,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30225,5.485683433,4.927192066,5.228656581,5.241429114,5.368786116,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30250,5.513292883,5.053969952,5.246409199,5.221608056,5.284517103,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30275,5.468498333,5.26717805,5.380244836,5.267045567,5.239731645,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
30300,5.409763167,5.012192393,5.318061669,5.131111836,5.228262838,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30325,5.470346273,4.987252185,5.087933037,5.113091979,5.153009198,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30350,5.45689315,5.216614792,5.228756688,5.21160261,5.201233559,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
30375,5.385966861,5.091185575,5.12041198,5.106607919,5.07745245,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
30400,5.441089666,5.138238747,5.218015112,5.169897072,5.196346928,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30425,5.51561649,5.083921013,5.229048951,5.27319364,5.086006889,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
30450,5.645275284,5.183272718,5.266185761,5.336587333,5.288121998,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
30475,5.656365594,5.242626492,5.161998932,5.23515352,5.292865392,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30500,5.504325829,5.311519554,5.212960028,5.306039644,5.263626551,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30525,5.591691941,5.449397404,5.312040088,5.349754579,5.244615441,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30550,5.550401209,5.330724373,5.394446211,5.206596345,5.418254407,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30575,5.466674031,5.077104932,5.286548715,5.259080892,5.29255631,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30600,5.36727171,5.225808041,5.222642766,5.161558431,5.072629715,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30625,5.50270091,5.243317844,5.223576775,5.238051791,5.079627566,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30650,5.512209576,5.262631757,5.258372594,5.2377719,5.057745091,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30675,5.466791057,5.224263776,5.084575355,5.130791552,5.050928199,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30700,5.623522551,5.145156258,5.165115654,5.33780876,5.134513507,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
30725,5.418564772,5.022217691,5.070026075,5.300981074,5.213965982,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
30750,5.455932525,4.97912508,5.154604077,5.191172552,5.248802041,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30775,5.546484711,5.257552214,5.227514147,5.239839224,5.360318602,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30800,5.52412607,5.180532355,5.228534681,5.295075476,5.313060634,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30825,5.61282145,5.127084982,5.121971954,5.280471821,5.29922865,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30850,5.496844624,5.362430878,5.264174134,5.354582048,5.309624543,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30875,5.401669055,5.305690446,5.318275586,5.15636899,5.24410135,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30900,5.471931066,5.192649831,5.231765016,5.179422586,5.139427021,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
30925,5.58242192,5.206751516,5.243663553,5.155119512,5.171345913,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30950,5.475245905,5.223366896,5.289748531,5.12300445,5.267632253,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
30975,5.598046289,5.119582718,5.204138335,5.184216265,5.092457137,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
31000,5.471750252,5.174813891,5.2379976,5.282155397,5.191836183,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
31025,5.43365437,5.08710255,5.184710465,5.150596957,5.171767263,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE
31050,5.50715095,5.081303168,5.0476143,5.152249113,5.111784724,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31075,5.541473568,5.075189435,5.202196273,5.282686545,5.203673967,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
31100,5.542853156,5.194516192,5.177610739,5.261831037,5.190272694,,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31125,5.412688511,5.168118202,5.232710419,5.329541777,5.158619831,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
31150,5.433316138,5.032156673,5.359413795,5.293107021,5.204655368,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE
