step,FTSC,SDQN Compressed Obs,SDQN Uncompressed Obs,CDQN Compressed Obs,CDQN Uncompressed Obs,,99.30555556,572,99.13194444,571,99.82638889,575,99.82638889,575,5.729166667,33,40.45138889,233
27775,129050,221735,184165,162210,166150,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
27800,130450,225380,185500,161375,161970,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
27825,130200,229080,186515,165740,166900,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
27850,130320,233550,186480,164570,169185,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
27875,129680,238035,188430,161055,166265,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
27900,128865,239760,192545,167965,168475,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
27925,128925,237380,199825,167350,170700,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
27950,129855,241130,202980,165480,170355,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
27975,131050,248195,205455,165960,172215,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
28000,130590,247660,205655,169500,170250,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
28025,130195,253590,206150,174390,178040,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
28050,132840,259670,213990,174215,174520,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
28075,134660,256340,214690,179450,169305,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28100,136270,255470,210975,176730,169400,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28125,135060,240660,213205,158875,172770,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
28150,135155,237340,217650,160420,174430,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
28175,136580,239765,217465,161940,178495,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
28200,136935,246325,220395,165835,175530,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
28225,138290,236205,220700,173320,180925,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
28250,139990,242760,224430,176300,174510,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28275,140545,252245,230620,179000,178265,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28300,142135,244025,228400,183290,176350,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28325,143520,248725,234075,188045,179365,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28350,145545,252780,234385,191630,179375,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28375,146270,244515,226250,194480,183410,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28400,148670,247615,227760,198545,185055,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28425,148795,246695,226865,199770,188495,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28450,148800,248315,219955,200005,186725,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28475,150740,249965,214355,203660,188985,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28500,153510,254585,213510,202275,192915,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28525,155740,257805,215410,207755,191795,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28550,156785,257485,215810,209065,187340,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28575,158435,263695,219265,210035,179970,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28600,157850,270740,227160,215995,185575,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28625,156735,273110,221465,218195,188970,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28650,149055,275925,221240,221120,191965,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28675,148435,262535,217930,226235,189560,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28700,150505,269195,222150,219340,193125,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28725,148140,273480,227850,219700,200580,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28750,147890,274675,228080,224015,193765,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28775,151795,281930,235365,229245,197405,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28800,152985,289005,242335,226805,196860,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28825,150500,299985,246860,230210,191710,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28850,149760,300490,247390,233960,197585,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28875,151940,308930,245200,234285,201055,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28900,151620,315870,249865,229950,201095,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28925,151360,318460,248480,231895,198925,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28950,152420,309920,243360,235155,205415,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
28975,155155,316390,247170,232185,210690,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29000,153090,323945,255400,234490,208020,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29025,149210,321195,256410,233305,216460,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29050,150555,323415,252165,234355,218820,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29075,151765,334710,258435,235410,217285,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29100,151095,328965,262105,219290,219240,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29125,152830,323875,259845,216250,221040,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
29150,155960,322070,257365,217175,217705,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
29175,156335,324565,258890,220960,219860,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29200,158510,337830,262010,225615,224620,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29225,160090,346730,269710,222895,225245,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
29250,163745,317175,267205,227100,217105,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29275,162635,324420,265870,231420,216300,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29300,165940,323750,266720,234265,213450,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29325,167795,309275,268130,236925,215865,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29350,166750,313085,268170,235550,221610,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29375,169590,318470,275915,240770,226345,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29400,169055,317115,269575,240865,228300,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29425,168365,315210,262320,241915,230035,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29450,165465,309655,250515,245555,235810,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29475,163920,317325,253800,245110,240635,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29500,166605,321460,261655,250010,242250,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29525,164530,327345,271060,255375,245085,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29550,164515,300420,255770,261560,250755,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29575,164240,291735,254965,265715,247930,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29600,166490,295330,253720,265555,252590,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29625,163615,286095,243605,264480,249435,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29650,159535,285010,242140,269805,251905,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29675,158965,283990,240495,269845,250575,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29700,161875,284980,233855,266245,254325,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29725,158935,285130,236165,272705,255015,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29750,161505,284835,232775,271210,259615,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29775,161715,292330,239780,277140,258335,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29800,165255,286560,237835,273190,259150,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29825,167955,286355,239250,275140,265280,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29850,167920,298270,244885,277250,269760,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29875,168200,291550,246070,275605,273680,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
29900,169285,292690,239285,276705,277345,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
29925,170415,296280,241860,270480,282420,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
29950,172665,296190,241090,270280,285720,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
29975,173480,290770,242770,269465,292350,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30000,176200,299145,252290,267355,297430,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30025,177850,312535,259825,275540,300930,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30050,180140,323280,269250,278970,305280,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30075,174415,317050,267625,281575,311495,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30100,176935,321095,269150,286785,316835,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30125,180855,318400,269525,292785,320625,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30150,182585,321655,276075,296815,320980,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30175,183075,330295,282610,301945,327260,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30200,186175,341535,292515,311085,317810,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30225,185870,356130,302555,315055,316380,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30250,188725,345205,298530,318425,316505,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30275,191535,331880,299265,318050,317295,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30300,193220,340100,305110,318755,316165,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30325,193500,344615,306425,319775,318415,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30350,191165,327045,306940,322810,317970,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30375,191080,329630,306815,325350,312840,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30400,191810,323535,303045,321060,314285,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30425,193590,327565,306290,320615,317380,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30450,193925,336290,313975,317545,322265,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30475,195990,338970,311300,320940,322275,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30500,198215,331630,305085,323030,324135,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30525,199225,327780,307270,328465,329895,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30550,202425,323455,310330,328880,333260,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30575,197900,334150,315130,331615,334045,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30600,200345,339285,317385,334795,332810,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
30625,201285,332850,309135,332185,333110,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30650,203220,334295,311410,318190,332415,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30675,207500,344655,318655,318590,332745,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30700,207535,352190,325415,323515,338650,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30725,210620,362825,335470,323610,336935,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30750,215115,374130,345590,321410,340780,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30775,217675,366845,330045,307560,344040,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30800,219085,366015,331680,309550,345855,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30825,221705,376105,339470,314315,348155,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30850,225995,365035,325975,321910,350785,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30875,228570,371200,330280,330410,352890,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30900,228750,381165,337075,333710,358520,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30925,230665,382840,332470,340805,360545,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30950,234950,383055,331165,351400,357580,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
30975,236605,393925,335445,356660,360005,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31000,239665,391805,336835,344380,359135,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31025,242260,397755,343230,344330,355605,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31050,245425,403735,352580,344260,352335,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31075,240375,416425,361965,349825,357480,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31100,241940,409105,362005,347005,363300,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31125,241310,413630,372190,351445,357555,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31150,239985,411450,374425,351935,361135,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31175,241485,415680,381985,355895,362610,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31200,241440,427005,384420,357545,368395,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31225,241125,412700,377640,359545,368635,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31250,240135,399940,369460,360930,373405,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31275,242630,400260,375485,362290,376505,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31300,244955,407150,382425,362155,376355,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31325,246400,398985,380385,366160,376270,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31350,248605,405580,388400,368475,382495,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31375,252570,406435,390865,373150,387325,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31400,254230,408485,370255,370270,391985,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31425,257200,414940,370085,375970,395800,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31450,256565,418110,369085,381955,393535,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31475,255090,416305,360785,389625,396910,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31500,258070,419820,363380,395310,398710,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31525,257630,426440,368545,396935,398395,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
31550,261315,436540,375115,403970,398940,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31575,263935,450790,384615,409155,403390,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31600,262960,462665,395885,411995,404850,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31625,263440,453080,389375,415500,394480,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31650,256620,462540,399215,419800,393790,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31675,261625,462890,402415,428375,400900,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31700,261875,472655,407660,426140,401330,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31725,265100,458765,398865,424205,397350,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31750,269020,467115,404505,427050,403580,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31775,266290,479850,414900,433830,410490,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31800,267910,494670,422955,441170,409860,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31825,270080,509760,434560,446140,413625,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31850,271255,524775,444245,451110,415950,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31875,271810,541560,455900,456930,423755,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31900,275765,556890,465260,452815,427930,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31925,279890,574510,476060,451000,432030,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31950,281895,545025,465015,453635,437340,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
31975,284080,545680,467760,448640,436765,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32000,284480,534715,444595,454740,441090,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32025,286475,544525,453255,460995,443405,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32050,277755,528785,451635,470585,448185,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32075,267165,518340,446225,477500,432205,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32100,269970,517485,440975,477595,425815,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32125,273665,514875,442315,483230,427705,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32150,273660,525415,453285,486025,433100,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32175,273035,522325,461285,487315,439005,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32200,275720,535265,471885,497220,443685,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32225,276090,521310,466120,489855,447345,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32250,278160,527655,468700,483870,440345,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32275,276595,536015,471700,475785,440370,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32300,277365,523430,472790,474565,438225,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32325,277030,523975,479330,477015,446655,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32350,279510,531965,473595,484060,451665,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32375,283040,535310,458520,472205,449780,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32400,285865,546795,469305,468265,452575,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32425,287945,557795,476015,474330,451360,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32450,287455,525595,456640,477140,457240,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32475,287055,529300,458125,479800,458560,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32500,284995,540855,462805,483965,467515,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32525,287430,528690,460335,486185,465065,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32550,289440,532330,466155,473485,465990,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32575,288135,528960,466210,480250,467525,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32600,287020,536760,473340,479690,465435,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32625,290625,529350,469750,486335,459310,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32650,282040,535515,476895,492360,464440,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32675,265945,542610,484160,495130,463075,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32700,267545,535335,477450,499375,465625,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32725,263920,547390,481755,496850,466810,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32750,259600,557500,492455,503785,464605,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32775,261725,569305,504535,504560,466370,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32800,263220,584040,514580,507215,462610,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32825,263820,553875,478185,511055,465750,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32850,266235,537820,457255,513405,466445,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32875,266935,541550,462180,513860,470020,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32900,264745,540190,470085,511700,472115,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32925,260840,530440,464235,518535,469480,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32950,261495,536500,464255,515780,468790,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
32975,264110,543405,473115,521400,475250,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33000,262450,553645,480700,526630,484260,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33025,263110,563895,491050,504440,490920,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33050,260425,577145,500455,505385,493910,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33075,260040,553945,489625,508240,498500,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33100,263465,555080,483435,504570,506230,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
33125,258920,562610,490870,503605,504655,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
33150,261390,561345,491310,506935,498135,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33175,259785,573595,496265,498980,495850,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33200,261555,577105,492355,503695,497680,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33225,261985,586335,500070,501180,497960,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33250,264110,598270,508025,500170,499575,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33275,266140,613730,514945,503945,502615,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33300,266420,626450,522825,509575,505770,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33325,266740,596145,518095,507595,498860,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33350,260990,578295,512965,509420,486970,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33375,263600,584190,509500,501940,488880,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33400,264890,584285,516590,497545,494510,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33425,263920,578515,513990,493425,497760,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
33450,265275,580735,520445,496010,492115,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33475,268500,586375,527530,500645,489835,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33500,268995,599525,534885,501495,485985,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33525,268565,613230,543230,506695,482690,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33550,269645,623540,552035,512260,485345,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33575,270180,638935,564730,519980,490305,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33600,270845,629945,555605,515910,495030,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33625,272275,629900,550625,515040,500205,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33650,275115,635925,555280,510855,497655,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33675,277155,646580,563130,514555,496805,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33700,279540,631730,550945,518570,502240,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33725,281030,641425,556380,523460,496765,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33750,283550,649355,555580,524635,486735,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33775,285740,657245,559020,528720,494620,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33800,285605,636690,558525,534405,496975,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33825,288085,625785,557590,535760,504105,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33850,290870,617410,551305,534765,507400,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33875,278610,610635,547240,539345,512420,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33900,274090,618110,554260,537385,518585,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33925,274295,618795,558095,534910,523935,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33950,274965,625870,566695,531420,527070,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
33975,274200,637670,575860,532870,533770,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
34000,274625,649695,577930,533630,539785,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE
34025,276695,614185,531575,535320,493650,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34050,278650,610620,537525,539155,481835,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
