step,FTSC,SDQN Compressed Obs,SDQN Uncompressed Obs,CDQN Compressed Obs,CDQN Uncompressed Obs,,99.30555556,572,99.13194444,571,99.82638889,575,99.82638889,575,5.729166667,33,40.45138889,233
34075,281265,600190,545280,544835,489110,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34100,282305,589090,557050,547505,482195,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34125,281745,571010,536700,551730,478435,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34150,282555,575420,531020,554620,481460,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34175,283790,584285,537095,548630,487935,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34200,286610,577020,522115,545810,489085,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34225,287725,581825,517960,546395,494135,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34250,288495,591400,520765,542295,499560,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34275,292480,582665,525175,550260,497020,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34300,293630,580765,530430,554235,497370,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34325,296070,568515,514650,558450,493705,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34350,291505,574845,521145,560815,498625,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34375,292790,570005,526890,556940,486510,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34400,294035,577500,535835,557750,487555,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34425,295650,586360,545560,562400,493895,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34450,299510,573210,531460,555730,498750,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34475,301230,581370,531280,560085,503560,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34500,303365,585995,537700,560775,505685,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34525,305725,583730,534970,568390,504685,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34550,308900,588730,537935,568850,503560,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34575,291735,588935,539625,566110,507140,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34600,264495,585455,536310,558740,511950,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34625,267240,586665,542665,551910,515835,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34650,268160,595680,551980,553960,520200,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34675,268375,591135,542285,561375,520975,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34700,269025,598530,549530,569525,515680,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34725,271665,609230,559835,577045,519880,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34750,271870,589055,535630,570840,521295,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34775,273205,594770,535085,573435,521295,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34800,273775,604740,536205,566415,526785,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34825,268470,615000,539545,572340,529785,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34850,268715,607670,534745,576030,532425,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34875,269885,614990,536490,570010,525725,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34900,272010,614415,534200,567035,530120,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34925,272925,621485,544830,576140,529735,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34950,272130,623840,553960,581255,537040,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
34975,275140,630670,562470,573425,539415,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35000,276535,621430,563280,576305,522715,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35025,277215,621820,560010,582695,524395,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35050,276865,631420,567455,582615,531675,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35075,278445,626345,557475,580075,533715,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35100,280890,622390,548000,582835,537575,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35125,279215,624925,541165,589060,539180,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35150,278375,619010,536525,576190,521745,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35175,280990,600700,533150,578145,529085,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35200,282670,601305,530300,580620,530585,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35225,281005,608580,533650,572920,536120,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35250,283480,592035,527040,578115,542210,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35275,285950,598520,534505,574165,546395,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35300,286955,603530,538945,582860,553380,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35325,289370,606110,548450,589620,558635,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35350,288105,618100,556365,588555,549535,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35375,289695,607395,550785,592780,543635,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35400,290910,617120,555880,598195,533540,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35425,293045,629170,564075,605430,540365,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35450,294620,635035,567905,604190,540310,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35475,296295,627315,551405,607225,544890,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35500,297355,630340,555390,610770,544840,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35525,300255,638540,564025,617380,545895,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35550,303155,648730,573925,623655,548615,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35575,303555,661710,583495,623035,545805,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35600,306665,672775,594780,630085,546690,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35625,308355,686990,605730,631020,552175,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35650,307910,698950,617705,636310,555915,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35675,310235,713930,626090,639835,556555,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35700,312860,687070,615030,639945,555885,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35725,314085,684185,607505,639490,560885,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35750,314400,694665,615795,647990,564955,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35775,315975,677490,602710,641230,575000,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35800,318810,680035,606180,644655,580290,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35825,319445,691560,612600,650500,589585,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35850,322305,704960,622400,656130,595740,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35875,323590,691695,622445,660280,598425,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35900,326630,698155,598000,660860,602105,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35925,326870,704035,596380,669835,591780,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35950,329775,709640,603505,673340,592130,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
35975,333190,721865,614440,679420,599385,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
36000,336305,691220,590715,686395,596040,,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE
,151780,284412.5,234875,222007.5,197495,,,,,,,,,,,,,
,102164.8037,214982.8619,190313.8928,200683.2117,183908.169,,,,,,,,,,,,,
,,132632.5,83095,70227.5,45715,,,,,,,,,,,,,
,,112818.0582,88149.08908,98518.40796,81743.36529,,,,,,,,,,,,,
