step,FTSC,SDQN Compressed Obs,SDQN Uncompressed Obs,CDQN Compressed Obs,CDQN Uncompressed Obs,,,89.58333333,516,87.5,504,89.93055556,518,91.66666667,528
27325,63158720.03,64145654.65,62293074.66,64571971.32,65478704.69,,,,TRUE,,FALSE,,TRUE,,TRUE
27350,61402169.63,65416546.8,63388035.89,63661008.07,64939772.06,,,,TRUE,,TRUE,,TRUE,,TRUE
27375,61451728.19,64704488.1,62451124.35,63114128.9,64275679.47,,,,TRUE,,TRUE,,TRUE,,TRUE
27400,59650502.26,62476129.1,61617138.18,65314145.98,66757445.66,,,,TRUE,,TRUE,,TRUE,,TRUE
27425,62030728.25,63937424.69,63227673.16,63787198.68,64811599.33,,,,TRUE,,TRUE,,TRUE,,TRUE
27450,61002556.75,64031734.16,65427174.34,63875184.63,64693688.23,,,,TRUE,,TRUE,,TRUE,,TRUE
27475,61794269.94,63179631.96,66957866.79,65264820.57,64520725.33,,,,TRUE,,TRUE,,TRUE,,TRUE
27500,62209035.63,64322370.67,66014862.86,65326966.33,65831173.91,,,,TRUE,,TRUE,,TRUE,,TRUE
27525,63893263.22,65559888.8,64579695.33,64854084.61,65536550.98,,,,TRUE,,TRUE,,TRUE,,TRUE
27550,63290523.73,65048368.88,64762395.66,66857964.41,67346823.8,,,,TRUE,,TRUE,,TRUE,,TRUE
27575,63622094.29,64728593.3,65191659.74,67405626.14,65546351.85,,,,TRUE,,TRUE,,TRUE,,TRUE
27600,63471676.3,66356493.04,65575213,63503257.83,67261485.17,,,,TRUE,,TRUE,,TRUE,,TRUE
27625,64387466.19,65781111.29,64482113.36,65243885.89,68566157.6,,,,TRUE,,TRUE,,TRUE,,TRUE
27650,62636384.03,67269472.32,66308616.87,65935688.68,66382473.98,,,,TRUE,,TRUE,,TRUE,,TRUE
27675,62539002.31,64376275.6,66050292.06,64724775.64,67037277.64,,,,TRUE,,TRUE,,TRUE,,TRUE
27700,63945961.7,65032099.7,67335928.76,66545167.29,66110340.3,,,,TRUE,,TRUE,,TRUE,,TRUE
27725,66877579.34,66428860.84,65624206.9,68138578.78,68105308.83,,,,FALSE,,FALSE,,TRUE,,TRUE
27750,63558764.26,67257155.15,65804895.34,65049771.92,69323521.12,,,,TRUE,,TRUE,,TRUE,,TRUE
27775,65464394.45,67061730.16,67202577.05,68722459.02,66941262.92,,,,TRUE,,TRUE,,TRUE,,TRUE
27800,64435373.81,66529850.7,67150708.2,67941819.21,67063061.52,,,,TRUE,,TRUE,,TRUE,,TRUE
27825,64154989.64,65679548.18,66291823.54,65568000.82,67039012.19,,,,TRUE,,TRUE,,TRUE,,TRUE
27850,64369747.34,67077563.01,67352996.68,66317903.49,67923577.63,,,,TRUE,,TRUE,,TRUE,,TRUE
27875,64343774.66,68095218.91,67501637.2,68557658.05,67431446.27,,,,TRUE,,TRUE,,TRUE,,TRUE
27900,64457782.44,66984717.83,65126299.23,65696863.65,67952212.24,,,,TRUE,,TRUE,,TRUE,,TRUE
27925,65549512.66,67334595.23,65569077.43,65464045.75,65788011.9,,,,TRUE,,TRUE,,FALSE,,TRUE
27950,64913347.11,65900415.11,65248963.77,67040295.75,66187589.54,,,,TRUE,,TRUE,,TRUE,,TRUE
27975,63513804.59,66173355.62,64839519.05,66801632.95,66637394.92,,,,TRUE,,TRUE,,TRUE,,TRUE
28000,62181251.77,67993379.59,66557798.13,65343940.09,67624168.58,,,,TRUE,,TRUE,,TRUE,,TRUE
28025,64321770.92,66833263.87,64662528.68,65335525.27,68220871.33,,,,TRUE,,TRUE,,TRUE,,TRUE
28050,66170433.09,66031307.97,67613809.87,65677374.79,66125524.31,,,,FALSE,,TRUE,,FALSE,,FALSE
28075,65302479.98,69450638.39,68281685.86,64543543.11,65763127.33,,,,TRUE,,TRUE,,FALSE,,TRUE
28100,64847584.27,68974226.89,68427019.16,68252369.45,67743564.74,,,,TRUE,,TRUE,,TRUE,,TRUE
28125,66076341.8,68229473.14,67576402.11,67679128.69,68748767.58,,,,TRUE,,TRUE,,TRUE,,TRUE
28150,64026202.92,68114800.66,67364368.31,66799339.58,68313224.94,,,,TRUE,,TRUE,,TRUE,,TRUE
28175,67637453.58,67024349.04,68699462.74,66996204.89,68335463.42,,,,FALSE,,TRUE,,FALSE,,TRUE
28200,65727255.54,66514198.63,67227929.84,69467878.66,68799676.54,,,,TRUE,,TRUE,,TRUE,,TRUE
28225,65997571.91,67172256.6,68492023.37,67067211.94,68827984.52,,,,TRUE,,TRUE,,TRUE,,TRUE
28250,66736251.62,67595573.91,69509281.32,69123937.69,68118058.34,,,,TRUE,,TRUE,,TRUE,,TRUE
28275,69049207.38,67403668.3,67789591.72,69546060.27,69468728.97,,,,FALSE,,FALSE,,TRUE,,TRUE
28300,66552505.16,68403415.86,67623527.91,69030811.37,68022298.44,,,,TRUE,,TRUE,,TRUE,,TRUE
28325,66289725.43,68566487.73,67389786.84,67609584.65,69214198.25,,,,TRUE,,TRUE,,TRUE,,TRUE
28350,65650050.31,66841263.79,65451381.4,66656420.71,67800690.13,,,,TRUE,,FALSE,,TRUE,,TRUE
28375,63701390.17,67732498.84,66307100.07,66637195.74,66957324.98,,,,TRUE,,TRUE,,TRUE,,TRUE
28400,64202041.61,66763771.91,67061989.54,66990196.82,66170913.93,,,,TRUE,,TRUE,,TRUE,,TRUE
28425,66110085.05,67524382.16,67653268.5,67362310.95,68778726.94,,,,TRUE,,TRUE,,TRUE,,TRUE
28450,65907363.45,66240335.05,66767796.57,67515939.16,68426545.06,,,,TRUE,,TRUE,,TRUE,,TRUE
28475,65022036.28,68336742.92,69972903.36,68286904.93,67198600.57,,,,TRUE,,TRUE,,TRUE,,TRUE
28500,66296667.37,65557909.1,66969080.53,67345650.1,68419461.64,,,,FALSE,,TRUE,,TRUE,,TRUE
28525,66309096.43,67202241.76,67118936.73,69750463.68,69908081.35,,,,TRUE,,TRUE,,TRUE,,TRUE
28550,67251368.34,70054448.85,66550039.95,69334008.05,70646967.14,,,,TRUE,,FALSE,,TRUE,,TRUE
28575,66923274.27,67905375.61,68163314.96,71047305.17,69407021.24,,,,TRUE,,TRUE,,TRUE,,TRUE
28600,66856191.31,66138514.68,67169097.36,67523612.66,67820385.07,,,,FALSE,,TRUE,,TRUE,,TRUE
28625,68378124.72,67049565.52,68104143.61,68602930.19,69544268.81,,,,FALSE,,FALSE,,TRUE,,TRUE
28650,67002853.75,66920428.89,66008353.7,67079785.8,66712475.62,,,,FALSE,,FALSE,,TRUE,,FALSE
28675,64136743.02,66129043.55,67389124.92,67684743.58,64810685.21,,,,TRUE,,TRUE,,TRUE,,TRUE
28700,65835821.87,65451840.46,66573892.95,65486145.14,67923323.37,,,,FALSE,,TRUE,,FALSE,,TRUE
28725,64795118.37,67280113.19,67266090.35,65203475.19,67764633.12,,,,TRUE,,TRUE,,TRUE,,TRUE
28750,63288412.85,65799741.87,68131257.37,64985777.31,67308183.91,,,,TRUE,,TRUE,,TRUE,,TRUE
28775,63841699.87,67201042.25,65669694.34,66805028.66,65289255.85,,,,TRUE,,TRUE,,TRUE,,TRUE
28800,64839718.92,65608281.07,64864453.16,66593379.21,67343323.15,,,,TRUE,,TRUE,,TRUE,,TRUE
28825,61398954.64,63262649.63,66213518.05,66402866.52,67271222.07,,,,TRUE,,TRUE,,TRUE,,TRUE
28850,64179569.53,62046401.45,63575370.13,65900857.07,65015753.74,,,,FALSE,,FALSE,,TRUE,,TRUE
28875,62270438.38,63824403.22,65390059.26,63044359.05,64163171.97,,,,TRUE,,TRUE,,TRUE,,TRUE
28900,62954355.04,61806703.13,63343523.19,62767882.42,63123988.48,,,,FALSE,,TRUE,,FALSE,,TRUE
28925,60876829.65,63049601.35,61490671.98,62912753.6,63034515.38,,,,TRUE,,TRUE,,TRUE,,TRUE
28950,61544864.58,65273500.9,63070400.86,63350125.56,64458683.68,,,,TRUE,,TRUE,,TRUE,,TRUE
28975,60309346.76,62118926.23,60021017.38,62498883.29,64842997.07,,,,TRUE,,FALSE,,TRUE,,TRUE
29000,59819331.69,61295255.27,60305236.8,63841957.27,63414003.27,,,,TRUE,,TRUE,,TRUE,,TRUE
29025,59727728.71,61423346.18,62338648.9,60520663,63683526.49,,,,TRUE,,TRUE,,TRUE,,TRUE
29050,60718063.56,62970147.38,60328799.38,62738124.16,62938302,,,,TRUE,,FALSE,,TRUE,,TRUE
29075,61098779.93,62960414.96,62866167.02,60162084.84,62920033.9,,,,TRUE,,TRUE,,FALSE,,TRUE
29100,57945255.37,60010431.39,62169336.33,59645895.79,61835540.94,,,,TRUE,,TRUE,,TRUE,,TRUE
29125,58306009.42,63073745.55,60614003.68,59358981.4,61203586.85,,,,TRUE,,TRUE,,TRUE,,TRUE
29150,57084172.01,60830898.78,58907473.46,60511564.37,59965897.72,,,,TRUE,,TRUE,,TRUE,,TRUE
29175,56857302.78,61931520.99,59167698.75,59608501.33,59738975,,,,TRUE,,TRUE,,TRUE,,TRUE
29200,55342700.51,58563318.04,59258388.31,58633631.63,58791245.07,,,,TRUE,,TRUE,,TRUE,,TRUE
29225,56986730.84,59008390.64,57569863.58,59252216.9,59409736.66,,,,TRUE,,TRUE,,TRUE,,TRUE
29250,58370792.02,59335690.82,56309902.43,58548679.87,58195823.35,,,,TRUE,,FALSE,,TRUE,,FALSE
29275,57978478.79,59575582.44,57979817.69,58259600.31,58422115.02,,,,TRUE,,TRUE,,TRUE,,TRUE
29300,55136958.29,58395590.99,54957885.28,55919270.23,57662529.93,,,,TRUE,,FALSE,,TRUE,,TRUE
29325,55825902.35,59043003.87,57942697.97,56526394.33,56589515.63,,,,TRUE,,TRUE,,TRUE,,TRUE
29350,56927585.35,56859073.76,58217115.68,55667821.18,57306869.62,,,,FALSE,,TRUE,,FALSE,,TRUE
29375,54293293.33,57028129.9,56814494.45,57334146.73,56549939.52,,,,TRUE,,TRUE,,TRUE,,TRUE
29400,54072165.38,57242908.87,57806133.55,55414300.52,57322624.29,,,,TRUE,,TRUE,,TRUE,,TRUE
29425,53831311.4,55385088.69,57840890.53,57600227.94,56390644.85,,,,TRUE,,TRUE,,TRUE,,TRUE
29450,54408894.02,57685503.38,57088170.35,57339114.95,55860247.2,,,,TRUE,,TRUE,,TRUE,,TRUE
29475,53574589.81,58500365.07,56385189.37,58313379.35,56313557.04,,,,TRUE,,TRUE,,TRUE,,TRUE
29500,53610157.92,56127648.02,54847934.54,54500471.63,54810589.94,,,,TRUE,,TRUE,,TRUE,,TRUE
29525,54874538.73,56440888.63,55285608.49,56110881.46,53237415.26,,,,TRUE,,TRUE,,TRUE,,FALSE
29550,51563319.17,57197117.94,54631257.38,54856318.09,52822724.9,,,,TRUE,,TRUE,,TRUE,,TRUE
29575,54014126.13,55818463.9,55576261.44,54745287.63,54750758.51,,,,TRUE,,TRUE,,TRUE,,TRUE
29600,53144081.78,55241306.01,53356550.14,55763198.99,54794119.45,,,,TRUE,,TRUE,,TRUE,,TRUE
29625,52980192.67,57003435.81,54956479.22,54461316.32,55848119.17,,,,TRUE,,TRUE,,TRUE,,TRUE
29650,53263769.66,55773547.1,55471665.88,54598173.32,55319432.55,,,,TRUE,,TRUE,,TRUE,,TRUE
29675,52447922.12,54565436.54,53528422.14,54151912.24,54388774.77,,,,TRUE,,TRUE,,TRUE,,TRUE
29700,52453058,56275327.2,54467221.64,52611182.61,54553313.76,,,,TRUE,,TRUE,,TRUE,,TRUE
29725,51892290.52,57070707.28,54396421.98,54876954.01,55531492.72,,,,TRUE,,TRUE,,TRUE,,TRUE
29750,52383828.47,55251914.59,53497626.74,55138155.3,56235825.77,,,,TRUE,,TRUE,,TRUE,,TRUE
29775,54470541.99,55646813.01,52703653.5,53661242.19,54896969.94,,,,TRUE,,FALSE,,FALSE,,TRUE
29800,53422093.08,56428647.34,54301191.65,54279748.46,53164602.46,,,,TRUE,,TRUE,,TRUE,,FALSE
29825,52047864.98,54174571.92,55012721.75,55486259.79,55234344.9,,,,TRUE,,TRUE,,TRUE,,TRUE
29850,51214582.32,54518851.7,53385490.72,55140313.12,52889464,,,,TRUE,,TRUE,,TRUE,,TRUE
29875,50330476.33,53423884.95,53478728.01,53590436.51,53692624.05,,,,TRUE,,TRUE,,TRUE,,TRUE
29900,52808913.62,54888918.46,53243048.36,54019265.97,55016162.6,,,,TRUE,,TRUE,,TRUE,,TRUE
29925,52466359.54,54584126.08,53334443.02,52887136.16,54009787.42,,,,TRUE,,TRUE,,TRUE,,TRUE
29950,50584403.29,55008717.37,51676012.61,53337098.77,55300214.96,,,,TRUE,,TRUE,,TRUE,,TRUE
29975,52570021.57,55567867.03,53372993.54,51721844.61,54233233.36,,,,TRUE,,TRUE,,FALSE,,TRUE
30000,52163612.54,54934569.89,53528171.75,53721593.26,54585980.99,,,,TRUE,,TRUE,,TRUE,,TRUE
30025,51289442,53733148.04,53254765.43,54362703.08,55341941.25,,,,TRUE,,TRUE,,TRUE,,TRUE
30050,52499403.54,53823917.48,55441145.04,53431768.02,55102934.4,,,,TRUE,,TRUE,,TRUE,,TRUE
30075,53551160.32,54641567.52,53924069.54,55923846.75,53882243.16,,,,TRUE,,TRUE,,TRUE,,TRUE
30100,53194978.9,54643366.08,54306450.85,53665487.32,55947797.02,,,,TRUE,,TRUE,,TRUE,,TRUE
30125,51865802.19,55199284.5,55365391.43,54488658.16,55484531.54,,,,TRUE,,TRUE,,TRUE,,TRUE
30150,52639673.72,56326249.7,53246100.05,53317079.87,55127874.36,,,,TRUE,,TRUE,,TRUE,,TRUE
30175,52462145.12,54569534.42,55327553.97,53551278.79,54854684.31,,,,TRUE,,TRUE,,TRUE,,TRUE
30200,53030787.57,53608646.99,54140913.35,53267892.19,54939681.32,,,,TRUE,,TRUE,,TRUE,,TRUE
30225,51882961.69,52689971.02,53778688.01,54496285.78,55545978.33,,,,TRUE,,TRUE,,TRUE,,TRUE
30250,53222509.62,55684758.97,55651489.86,55419268.59,54558116.72,,,,TRUE,,TRUE,,TRUE,,TRUE
30275,51079148.28,54268729.86,53651363.21,54819033.82,54391363.27,,,,TRUE,,TRUE,,TRUE,,TRUE
30300,52591856.93,53488989.45,53661199.89,52904263.1,54475026.69,,,,TRUE,,TRUE,,TRUE,,TRUE
30325,52375870.51,53526719.84,52186765.83,51557456.31,51652137.8,,,,TRUE,,FALSE,,FALSE,,FALSE
30350,51079045.94,53576765.19,54901631.62,53480220.66,54322249.34,,,,TRUE,,TRUE,,TRUE,,TRUE
30375,50596628.44,53045531.15,53831206.53,52905487.94,52742586.85,,,,TRUE,,TRUE,,TRUE,,TRUE
30400,49927334.78,55146965.44,54034456.13,54002272.77,54471220.39,,,,TRUE,,TRUE,,TRUE,,TRUE
30425,50849740.71,53588653.59,53499379.61,53178047.06,53176840.05,,,,TRUE,,TRUE,,TRUE,,TRUE
30450,51935192.58,54985336.82,52370593.66,53687265.91,55088496.26,,,,TRUE,,TRUE,,TRUE,,TRUE
30475,52512641.15,56165522.89,54226188.12,53025742.56,55259885.59,,,,TRUE,,TRUE,,TRUE,,TRUE
30500,50353830.97,54358963.88,53366219.66,53807375.98,55411192.33,,,,TRUE,,TRUE,,TRUE,,TRUE
30525,51238912.96,54636315.41,53731356.75,54435881.27,54930851.19,,,,TRUE,,TRUE,,TRUE,,TRUE
30550,52127363.81,53560481.18,53651183.92,53432092.8,53845400.75,,,,TRUE,,TRUE,,TRUE,,TRUE
30575,51011093.6,53539008.85,53681617.21,52868907.28,52674747.57,,,,TRUE,,TRUE,,TRUE,,TRUE
30600,51265398.54,53605463.11,52778783.65,53257883.27,52973434.85,,,,TRUE,,TRUE,,TRUE,,TRUE
30625,50768666.07,54982966.12,52223950.55,52492876.94,53424580.08,,,,TRUE,,TRUE,,TRUE,,TRUE
30650,51151225.56,54782207.33,55469332.71,54702225.09,54279719.44,,,,TRUE,,TRUE,,TRUE,,TRUE
30675,52366283.47,55225804.44,52645346.63,52542472.17,52744928.7,,,,TRUE,,TRUE,,TRUE,,TRUE
30700,53249083.27,55202318.36,55390527.7,55205637.26,54695416.26,,,,TRUE,,TRUE,,TRUE,,TRUE
30725,50364410.52,54284601.41,53007807.25,54212832.28,53940626.96,,,,TRUE,,TRUE,,TRUE,,TRUE
30750,51045484.44,52848608.63,53789699.33,53688104.53,55129381.34,,,,TRUE,,TRUE,,TRUE,,TRUE
30775,51615611.63,52950324.4,53970254.41,53786713.67,54440208.1,,,,TRUE,,TRUE,,TRUE,,TRUE
30800,51509420.46,55542455.84,54714896.29,53484285.52,56622541.29,,,,TRUE,,TRUE,,TRUE,,TRUE
30825,53739437.32,55330397.49,53008634.8,54751274.34,56983154.42,,,,TRUE,,FALSE,,TRUE,,TRUE
30850,51844478.43,55631433.76,54807069.82,55572476.01,56870349.54,,,,TRUE,,TRUE,,TRUE,,TRUE
30875,52311271.62,55798789.12,54444078.06,54837285.93,55856340.72,,,,TRUE,,TRUE,,TRUE,,TRUE
30900,51963701.29,55947378.04,53608884.99,54295462.02,52959953.78,,,,TRUE,,TRUE,,TRUE,,TRUE
30925,53575421.9,55630569.42,53962041.51,54463254.4,53243411.67,,,,TRUE,,TRUE,,TRUE,,FALSE
30950,52344185.18,53950226.82,54085259.14,54331353.12,54113145.37,,,,TRUE,,TRUE,,TRUE,,TRUE
30975,52183874.56,53866591.19,55148404.69,55089366.02,53541257.42,,,,TRUE,,TRUE,,TRUE,,TRUE
31000,52216306.18,57191156.56,56204824.43,56194216.9,55186644.68,,,,TRUE,,TRUE,,TRUE,,TRUE
31025,51790415.25,53918425.65,53988609.41,54792721.19,53333456.27,,,,TRUE,,TRUE,,TRUE,,TRUE
31050,52365968.98,55085605.35,55249030.95,53822048.77,53750559.71,,,,TRUE,,TRUE,,TRUE,,TRUE
31075,50966242.2,55664495.69,54324173.63,55440690.43,54624564.15,,,,TRUE,,TRUE,,TRUE,,TRUE
31100,52604462.76,53813692.21,53154799.02,55068214.53,55075176.55,,,,TRUE,,TRUE,,TRUE,,TRUE
31125,51577710.67,53925086.95,52881504.03,55211812.52,54239829.38,,,,TRUE,,TRUE,,TRUE,,TRUE
31150,52293397.73,53653910.65,54090563.73,54672635.77,54750961.34,,,,TRUE,,TRUE,,TRUE,,TRUE
31175,52231974.04,54914473.13,52524936.94,54237406.67,54570300.28,,,,TRUE,,TRUE,,TRUE,,TRUE
31200,51629411.68,55153536.52,53607691.15,54241856.58,54808968.61,,,,TRUE,,TRUE,,TRUE,,TRUE
31225,51999978.09,55051397.47,56472538,54249087.79,54672141.51,,,,TRUE,,TRUE,,TRUE,,TRUE
31250,51977348.17,56549115.33,55484126.04,54660964.93,54969468.82,,,,TRUE,,TRUE,,TRUE,,TRUE
31275,52755849.95,53513079.93,54210194.8,54314108.99,52874872.27,,,,TRUE,,TRUE,,TRUE,,TRUE
31300,52473286,53104728.01,53601494.08,55787606.97,54652429.08,,,,TRUE,,TRUE,,TRUE,,TRUE
31325,53489251.6,55868136.39,53426721.82,55126835.72,56077411.46,,,,TRUE,,FALSE,,TRUE,,TRUE
31350,50978161.57,54155749.71,53838340.88,54406509.4,54608911.12,,,,TRUE,,TRUE,,TRUE,,TRUE
31375,51848234.22,54838002.76,55717418.11,54360826.37,53531287.87,,,,TRUE,,TRUE,,TRUE,,TRUE
31400,52018969.01,55552814.47,56332206.45,54591904.84,54499388.91,,,,TRUE,,TRUE,,TRUE,,TRUE
31425,53505303.69,56693805.07,55834004.21,55059184.58,55554904.21,,,,TRUE,,TRUE,,TRUE,,TRUE
31450,53219338.46,55497189.4,54582672.04,56584487.38,55306087,,,,TRUE,,TRUE,,TRUE,,TRUE
31475,54231247.55,57071981.16,54679308.36,55408133.5,56570429.98,,,,TRUE,,TRUE,,TRUE,,TRUE
31500,52202317.98,58063653.7,56756843.72,57000824.24,54986864.09,,,,TRUE,,TRUE,,TRUE,,TRUE
31525,54235727.54,55240238.03,54235604.21,53948386.33,54516928.99,,,,TRUE,,FALSE,,FALSE,,TRUE
31550,52504559.08,55433290.61,55150937.94,55900857.78,55705182,,,,TRUE,,TRUE,,TRUE,,TRUE
31575,52959653.57,54215301.92,54524960.03,56358125.67,54213353.44,,,,TRUE,,TRUE,,TRUE,,TRUE
31600,51656218.87,55719224.89,55380805.03,54102965.39,54053725.34,,,,TRUE,,TRUE,,TRUE,,TRUE
31625,52400728.31,55527762.33,54610192.56,53662310.74,55121645.32,,,,TRUE,,TRUE,,TRUE,,TRUE
31650,53909096.45,57092186.94,56072707.74,57767599.96,56585879.2,,,,TRUE,,TRUE,,TRUE,,TRUE
31675,53903211.24,55247456.29,54393454.65,55905187.86,54508413.05,,,,TRUE,,TRUE,,TRUE,,TRUE
31700,53064435.15,55393689.73,54159006.49,55848795.91,56810522.44,,,,TRUE,,TRUE,,TRUE,,TRUE
31725,54142633.8,57367818.34,55801345.33,56536485.89,58048750.91,,,,TRUE,,TRUE,,TRUE,,TRUE
31750,53307498.49,57590725.01,57829355.79,56860378.38,56876140.54,,,,TRUE,,TRUE,,TRUE,,TRUE
31775,54911980.61,56540554.68,57179269.14,57178888.71,56047280.57,,,,TRUE,,TRUE,,TRUE,,TRUE
31800,52593962.11,55985355.25,56192177.11,56252454.35,57549155.11,,,,TRUE,,TRUE,,TRUE,,TRUE
31825,53969503.11,55252753.31,54360328.55,57130706.44,54800410.52,,,,TRUE,,TRUE,,TRUE,,TRUE
31850,52428160.59,53262256.64,54985610.53,55791195.42,53561182.32,,,,TRUE,,TRUE,,TRUE,,TRUE
31875,52302901.3,55263058.62,55092140.71,56383514.93,53708436.58,,,,TRUE,,TRUE,,TRUE,,TRUE
31900,53370592.29,54091680.31,56738834.07,56360733.63,53183515.53,,,,TRUE,,TRUE,,TRUE,,FALSE
31925,53500952.95,54765783.13,55236809.58,56607930.93,54567422.49,,,,TRUE,,TRUE,,TRUE,,TRUE
31950,52263121.68,56818253.2,56373169.8,54868746.29,57007951.46,,,,TRUE,,TRUE,,TRUE,,TRUE
31975,52001182.58,54424185.16,54389745.57,55393354.49,57199981.24,,,,TRUE,,TRUE,,TRUE,,TRUE
32000,53821460.51,54983295.18,55425221.95,55121189.15,55093055.29,,,,TRUE,,TRUE,,TRUE,,TRUE
32025,52784119.42,54818217.93,55995074.8,53743679.12,54062411.21,,,,TRUE,,TRUE,,TRUE,,TRUE
32050,52971854.47,56204657.52,55252990.5,56197121,54438428.24,,,,TRUE,,TRUE,,TRUE,,TRUE
32075,52909507.01,54520403.19,55131570.46,55504147.99,55376831.16,,,,TRUE,,TRUE,,TRUE,,TRUE
32100,53672519.72,57292405.28,55726459.74,55715666.23,55716731.85,,,,TRUE,,TRUE,,TRUE,,TRUE
32125,52526757.5,54758177.01,55474101.97,53342995.11,54161609.44,,,,TRUE,,TRUE,,TRUE,,TRUE
32150,52847545.74,55207855.56,55037772.41,53651126.7,54727112.1,,,,TRUE,,TRUE,,TRUE,,TRUE
32175,53564341.88,54996531.57,56372347.23,55547214.37,55031754.05,,,,TRUE,,TRUE,,TRUE,,TRUE
32200,52458702.57,57345589.31,54874178.3,56220008.16,55637724.06,,,,TRUE,,TRUE,,TRUE,,TRUE
32225,53354074.9,56961755.87,55482660.85,55044809.48,56079205.82,,,,TRUE,,TRUE,,TRUE,,TRUE
32250,51584052.21,58092491.22,57244734.36,54336355.1,56357274.69,,,,TRUE,,TRUE,,TRUE,,TRUE
32275,54651249.62,55001755.42,56047134.38,55094200.92,55376109.63,,,,TRUE,,TRUE,,TRUE,,TRUE
32300,52859752.12,55503428.6,56166308.42,57803984.22,55673365.95,,,,TRUE,,TRUE,,TRUE,,TRUE
32325,54396562.39,57106523,56370989.95,55842390.16,55211406.93,,,,TRUE,,TRUE,,TRUE,,TRUE
32350,54513228.11,57566014.65,56580601.8,55459623.98,54939219.03,,,,TRUE,,TRUE,,TRUE,,TRUE
32375,53947503,56252142.62,55010462.49,55353619.34,55115383.34,,,,TRUE,,TRUE,,TRUE,,TRUE
32400,54380996.74,55953180.85,56219038.32,57128283.41,56392328.79,,,,TRUE,,TRUE,,TRUE,,TRUE
32425,51314924.13,55318618.21,55857411.39,55815215.8,56401791.44,,,,TRUE,,TRUE,,TRUE,,TRUE
32450,53663834.54,55676852.87,55234273.56,56205919.14,55714408.13,,,,TRUE,,TRUE,,TRUE,,TRUE
32475,52462668.72,54036658.42,55881904.77,54615486.7,54979387.64,,,,TRUE,,TRUE,,TRUE,,TRUE
32500,50861210.4,53082909.01,54828715.12,53787437.5,53231604.09,,,,TRUE,,TRUE,,TRUE,,TRUE
32525,51148417.08,55243041.61,55727025.04,53071210.46,53656520.83,,,,TRUE,,TRUE,,TRUE,,TRUE
32550,49474205.65,53489392.14,54888299.6,54071351.26,53633189.07,,,,TRUE,,TRUE,,TRUE,,TRUE
32575,51531482.37,53164946.42,54114626.04,52838683.34,54255085.9,,,,TRUE,,TRUE,,TRUE,,TRUE
32600,50804932.66,53100699.7,55405044.23,54934453.32,53102806.48,,,,TRUE,,TRUE,,TRUE,,TRUE
32625,51003881.85,53294363.53,53715380.64,53769997.02,54823632.2,,,,TRUE,,TRUE,,TRUE,,TRUE
32650,50515415.95,53704748.26,54917888.51,53843380.95,51745558.95,,,,TRUE,,TRUE,,TRUE,,TRUE
32675,52226081.7,51985887.32,54622721.24,53948602.9,52296730,,,,FALSE,,TRUE,,TRUE,,TRUE
32700,51357940.7,54190430.7,53250352.59,53482974.6,52505316.61,,,,TRUE,,TRUE,,TRUE,,TRUE
32725,48162449.34,52542175.75,53338971.39,53443923.04,52375112.68,,,,TRUE,,TRUE,,TRUE,,TRUE
32750,51279811.01,51776559.3,50603273.75,53033711.63,52100148.24,,,,TRUE,,FALSE,,TRUE,,TRUE
32775,49178498.99,50242395.8,51313061.03,51663756.9,54828683.8,,,,TRUE,,TRUE,,TRUE,,TRUE
32800,48299465.63,52252664.08,52678575.65,53207850.87,51345512.76,,,,TRUE,,TRUE,,TRUE,,TRUE
32825,48390577.93,50276784.25,52191267.32,50890977.39,50810893.02,,,,TRUE,,TRUE,,TRUE,,TRUE
32850,48549291.53,50389256.37,50828355.33,51944274.51,51146332.03,,,,TRUE,,TRUE,,TRUE,,TRUE
32875,48084460.65,49382220.53,50653868.38,51054004.66,52681058.94,,,,TRUE,,TRUE,,TRUE,,TRUE
32900,47170253.6,51194149.35,51365695.68,50842026.59,51037222.68,,,,TRUE,,TRUE,,TRUE,,TRUE
32925,48617645.79,52253940.66,49844581.37,51043770.34,50422378.48,,,,TRUE,,TRUE,,TRUE,,TRUE
32950,48002030.51,51620473.11,51098632.47,49328502.79,51867757.64,,,,TRUE,,TRUE,,TRUE,,TRUE
32975,48610318.89,52005528.35,51002486.07,52194603.76,51208162.46,,,,TRUE,,TRUE,,TRUE,,TRUE
33000,47312162.31,50404854.95,51229695.69,51140917.53,49498283.33,,,,TRUE,,TRUE,,TRUE,,TRUE
33025,49382927.91,50741513.35,51151387.42,50436056.51,51507093.45,,,,TRUE,,TRUE,,TRUE,,TRUE
33050,48114649.04,49490341.71,50418571.77,50440556.88,48961367.62,,,,TRUE,,TRUE,,TRUE,,TRUE
33075,47241611.72,49899281.2,50028604.66,51602679.1,49328817.19,,,,TRUE,,TRUE,,TRUE,,TRUE
33100,47160672.77,51269323.96,49609326.49,50633138.47,50325353.09,,,,TRUE,,TRUE,,TRUE,,TRUE
33125,47742627.45,50268722.33,50802307.02,48931545.99,50008201.5,,,,TRUE,,TRUE,,TRUE,,TRUE
33150,46586991.7,49276411.14,46924441.54,49228379.83,48581104.74,,,,TRUE,,TRUE,,TRUE,,TRUE
33175,46975089.94,48229853.13,48478069.06,50130061.66,49641687.22,,,,TRUE,,TRUE,,TRUE,,TRUE
33200,46946179.23,49352029.85,49106797.21,49559339.44,48823955.27,,,,TRUE,,TRUE,,TRUE,,TRUE
