step,FTSC,SDQN Compressed Obs,SDQN Uncompressed Obs,CDQN Compressed Obs,CDQN Uncompressed Obs,,,89.58333333,516,87.5,504,89.93055556,518,91.66666667,528
33225,46189613.53,50734142.12,46856629.64,48145000.62,48030119.47,,,,TRUE,,TRUE,,TRUE,,TRUE
33250,46352332.89,50667357.06,49153689.92,48886931.1,48987152.36,,,,TRUE,,TRUE,,TRUE,,TRUE
33275,46939879.48,49654566.5,50011283.27,48226391.21,49999791.4,,,,TRUE,,TRUE,,TRUE,,TRUE
33300,46788459.31,50629631.02,49746356.66,49860047.03,49931255.74,,,,TRUE,,TRUE,,TRUE,,TRUE
33325,46395686.45,50093986.44,50106943.07,49391827.71,49830333.98,,,,TRUE,,TRUE,,TRUE,,TRUE
33350,46087648.74,50345680.8,49029312.86,49539949.37,49984924.54,,,,TRUE,,TRUE,,TRUE,,TRUE
33375,46325176.43,51446552.99,49311030.67,48799511.75,49477554.17,,,,TRUE,,TRUE,,TRUE,,TRUE
33400,46844580.08,48930486.34,46224845.25,48218403.44,49793349.77,,,,TRUE,,FALSE,,TRUE,,TRUE
33425,44410498.64,49728054.79,47750591.31,48199291.35,50464644.34,,,,TRUE,,TRUE,,TRUE,,TRUE
33450,43744786.86,48841017.74,48732749.07,47360753.79,49396311.91,,,,TRUE,,TRUE,,TRUE,,TRUE
33475,44596620.04,49045528.35,47458758.23,49253903.4,48035993.93,,,,TRUE,,TRUE,,TRUE,,TRUE
33500,45033570.93,47484747.38,46507017.7,48063472.37,48148473.43,,,,TRUE,,TRUE,,TRUE,,TRUE
33525,45402007.51,47550492.63,45848278.07,49586065.57,47619881.3,,,,TRUE,,TRUE,,TRUE,,TRUE
33550,43720448.6,46988129.39,46634501.95,48791589.28,47352535.01,,,,TRUE,,TRUE,,TRUE,,TRUE
33575,46821707.5,47005816.84,45625499.68,48458786.03,47274838.16,,,,TRUE,,FALSE,,TRUE,,TRUE
33600,44376418.81,49610991.32,48217691.62,47405450.52,47860787.28,,,,TRUE,,TRUE,,TRUE,,TRUE
33625,44814125.22,45519915.25,48004305.67,47387694.45,47213627.62,,,,TRUE,,TRUE,,TRUE,,TRUE
33650,44277062.83,48258918.34,47450505.36,48233919.78,47210050.78,,,,TRUE,,TRUE,,TRUE,,TRUE
33675,44956096.34,47670231.06,46321615.48,46866679.12,47729560.06,,,,TRUE,,TRUE,,TRUE,,TRUE
33700,44916988.73,46045853.22,46554083.55,47752377.25,47043107.82,,,,TRUE,,TRUE,,TRUE,,TRUE
33725,44560160.25,47175259.03,46980116.17,49223168.86,47306693.61,,,,TRUE,,TRUE,,TRUE,,TRUE
33750,44985679.41,46610066.22,45572461.53,47108960.61,48424217.73,,,,TRUE,,TRUE,,TRUE,,TRUE
33775,45612514.18,46765841.45,45760818.12,47165311.65,47398268.55,,,,TRUE,,TRUE,,TRUE,,TRUE
33800,45638319.08,47506284.93,47503939.89,49299443.74,48808182.97,,,,TRUE,,TRUE,,TRUE,,TRUE
33825,44953092.43,49703475.14,48432825.52,47498868.04,47120681.69,,,,TRUE,,TRUE,,TRUE,,TRUE
33850,43530945.29,46839629.26,47349865.59,47551115.65,47817614.38,,,,TRUE,,TRUE,,TRUE,,TRUE
33875,43033469.24,47369022.91,47944001.09,47954451.67,48254421.86,,,,TRUE,,TRUE,,TRUE,,TRUE
33900,43287524.54,47984876.74,47912057.13,47552368.6,48896225.99,,,,TRUE,,TRUE,,TRUE,,TRUE
33925,44836821.38,46324593.77,45557804.79,45861657.26,47054935.6,,,,TRUE,,TRUE,,TRUE,,TRUE
33950,44973804.29,46468301.48,45886044.23,47336303.99,46715515.4,,,,TRUE,,TRUE,,TRUE,,TRUE
33975,45365297.81,46515081.18,46773481.34,48336451.57,47470996.29,,,,TRUE,,TRUE,,TRUE,,TRUE
34000,44967541.98,46735173.72,46601885.2,48679134.25,46169394.34,,,,TRUE,,TRUE,,TRUE,,TRUE
34025,44696196.42,46977072.59,49115209.32,49322631.62,47968856.95,,,,TRUE,,TRUE,,TRUE,,TRUE
34050,42990319.04,46274316.65,46214513.83,48470756.98,46024914.71,,,,TRUE,,TRUE,,TRUE,,TRUE
34075,44988130.56,46965423.97,46777509.79,48707141.63,47919849.26,,,,TRUE,,TRUE,,TRUE,,TRUE
34100,44859392.12,46702228.41,47181880.58,49460574.69,48076855.61,,,,TRUE,,TRUE,,TRUE,,TRUE
34125,45671698.69,47574433.07,48392678.76,46346647.62,48540853.38,,,,TRUE,,TRUE,,TRUE,,TRUE
34150,43862275.12,47719339.24,46744126.69,46613061.96,46480667.92,,,,TRUE,,TRUE,,TRUE,,TRUE
34175,44193638.37,47219278.96,45429866.27,47516183.17,48275232.75,,,,TRUE,,TRUE,,TRUE,,TRUE
34200,44155651.55,48145372.61,46950371.62,47988706.28,47964044.98,,,,TRUE,,TRUE,,TRUE,,TRUE
34225,43894381.01,47150501.21,47136822.11,47220067.18,46440250.6,,,,TRUE,,TRUE,,TRUE,,TRUE
34250,43136035.53,47294269.96,46535623.57,48233674.29,46850587.51,,,,TRUE,,TRUE,,TRUE,,TRUE
34275,45101427.04,47536534.72,47602874.43,47433226.95,46927268.29,,,,TRUE,,TRUE,,TRUE,,TRUE
34300,44404148.83,47791282.53,46484466.73,48800631.4,47383009.88,,,,TRUE,,TRUE,,TRUE,,TRUE
34325,44847422.69,46921581.1,48020594.38,48849323.38,47742154.6,,,,TRUE,,TRUE,,TRUE,,TRUE
34350,45840142.28,47856973.26,46505004.66,47404570.05,46466991.27,,,,TRUE,,TRUE,,TRUE,,TRUE
34375,46020859.08,48465553.92,47465379.22,47928816.5,47674401.54,,,,TRUE,,TRUE,,TRUE,,TRUE
34400,44750724.79,48144255.99,48121041.62,49848336.48,48388812.27,,,,TRUE,,TRUE,,TRUE,,TRUE
34425,45545500.78,48151270.23,47042148.16,47811561.5,49202811.62,,,,TRUE,,TRUE,,TRUE,,TRUE
34450,47007672.6,49639736.92,47381972.87,48694376.77,48748271.83,,,,TRUE,,TRUE,,TRUE,,TRUE
34475,47528060.85,48266660.94,47259315.69,46616897.89,47002838.97,,,,TRUE,,FALSE,,FALSE,,FALSE
34500,43250201.05,46350676.07,45732158.87,48092516.58,48138995.65,,,,TRUE,,TRUE,,TRUE,,TRUE
34525,45801207.32,47892237.02,47685228.23,48334882.12,48407668.16,,,,TRUE,,TRUE,,TRUE,,TRUE
34550,43297480.3,48489881.35,47523731.46,47635221.55,47854155.37,,,,TRUE,,TRUE,,TRUE,,TRUE
34575,43366023.4,47601837.29,44192313.6,45166677.91,46391177.73,,,,TRUE,,TRUE,,TRUE,,TRUE
34600,43628580.67,47426588.49,45763770.35,47109133.92,47232759.91,,,,TRUE,,TRUE,,TRUE,,TRUE
34625,42961697.84,46779210.21,46153651.15,46391309.88,45524713.7,,,,TRUE,,TRUE,,TRUE,,TRUE
34650,45003752.73,46995504.08,45754688.82,46870733.07,46101191.28,,,,TRUE,,TRUE,,TRUE,,TRUE
34675,43659815.53,45957284.07,44561806.02,47001296.47,45844019.06,,,,TRUE,,TRUE,,TRUE,,TRUE
34700,43526758.67,46921514.69,46412198.95,47357805.86,47334195.61,,,,TRUE,,TRUE,,TRUE,,TRUE
34725,45844010.44,45693456.82,46873453.28,47977149.51,48850204.03,,,,FALSE,,TRUE,,TRUE,,TRUE
34750,45150409.66,47158191.65,46606112.25,46344905.19,47853401.65,,,,TRUE,,TRUE,,TRUE,,TRUE
34775,43766394.82,46656149.91,47859624.21,47337590.6,46115834.58,,,,TRUE,,TRUE,,TRUE,,TRUE
34800,42922706.75,45784044.68,46947963.93,48331993.89,47421407.43,,,,TRUE,,TRUE,,TRUE,,TRUE
34825,44545289.81,46295589.69,46621350.54,47378155.31,45522829.55,,,,TRUE,,TRUE,,TRUE,,TRUE
34850,44211164.78,46651027.94,46589358.25,45864549.22,46686905.06,,,,TRUE,,TRUE,,TRUE,,TRUE
34875,43541935.88,44949383.45,45279145.21,46344789.18,45690928.94,,,,TRUE,,TRUE,,TRUE,,TRUE
34900,43675724.61,46294658.44,46948664.94,46109618.2,46996323.65,,,,TRUE,,TRUE,,TRUE,,TRUE
34925,44442498.4,45691143.16,44924086.27,45628722.73,45036228.7,,,,TRUE,,TRUE,,TRUE,,TRUE
34950,43920579.2,46315319.21,44559484.77,45575529.18,46607206.84,,,,TRUE,,TRUE,,TRUE,,TRUE
34975,43371088.67,46656110.2,45189232.06,46170729.82,47255503.06,,,,TRUE,,TRUE,,TRUE,,TRUE
35000,43523744.92,48263577.5,45509791.1,46165832.42,46270411.84,,,,TRUE,,TRUE,,TRUE,,TRUE
35025,43446832.38,45231364.07,46059419.54,45108954.46,46013168.2,,,,TRUE,,TRUE,,TRUE,,TRUE
35050,45052170.11,46264736.2,45988553.63,45954098.91,46132999.2,,,,TRUE,,TRUE,,TRUE,,TRUE
35075,43887555.88,47579647.35,45261847.79,45545995.64,46315264.64,,,,TRUE,,TRUE,,TRUE,,TRUE
35100,44652205.85,45726888.33,46006575.03,47447123.78,47355654.88,,,,TRUE,,TRUE,,TRUE,,TRUE
35125,43957005.06,47006479.34,45540981.6,46406137.49,46484131.88,,,,TRUE,,TRUE,,TRUE,,TRUE
35150,42028855.72,46195349.7,46088665.26,46160617.93,46602212.03,,,,TRUE,,TRUE,,TRUE,,TRUE
35175,45171304.38,45857400.4,44746008.1,45576258.6,46883027.91,,,,TRUE,,FALSE,,TRUE,,TRUE
35200,43196906.9,45943551.47,44991632.19,45660682.62,46334714.27,,,,TRUE,,TRUE,,TRUE,,TRUE
35225,43825287.67,46135312.49,44791855.45,45364855.74,48661914.99,,,,TRUE,,TRUE,,TRUE,,TRUE
35250,42776424.52,46267844.71,46239378.63,46049640.02,46000124.43,,,,TRUE,,TRUE,,TRUE,,TRUE
35275,45000811.01,46397137.44,47510190.73,48261338.7,48022940.8,,,,TRUE,,TRUE,,TRUE,,TRUE
35300,43521084.54,46986318.27,46369119.08,46059912.99,47421476.02,,,,TRUE,,TRUE,,TRUE,,TRUE
35325,44506549.47,46856941.3,47092959.8,47244443.18,48186022.51,,,,TRUE,,TRUE,,TRUE,,TRUE
35350,45757972.38,47288855.14,46457439.17,47499281.3,46871018.3,,,,TRUE,,TRUE,,TRUE,,TRUE
35375,44759931.87,46094370.78,45772749.4,46720807.03,45578350.58,,,,TRUE,,TRUE,,TRUE,,TRUE
35400,43556318.02,47637716.59,47396906.61,46270480.66,46643630.69,,,,TRUE,,TRUE,,TRUE,,TRUE
35425,44100347.42,46616867.62,45438988.33,46917722.36,46473182.32,,,,TRUE,,TRUE,,TRUE,,TRUE
35450,43984902.12,45877424.16,45854727.31,45181403.65,45795095.75,,,,TRUE,,TRUE,,TRUE,,TRUE
35475,43429277.95,46484264.71,46470355.77,45411431.38,45654279.84,,,,TRUE,,TRUE,,TRUE,,TRUE
35500,43549780.53,47342123.07,47868210.1,45517628.29,48145975.78,,,,TRUE,,TRUE,,TRUE,,TRUE
35525,43318847.75,46456410.92,45935145.64,46651892.22,46409812,,,,TRUE,,TRUE,,TRUE,,TRUE
35550,45660568.22,46515489.57,47202338.84,47102696.28,47425547.26,,,,TRUE,,TRUE,,TRUE,,TRUE
35575,44004600.98,47109576.98,46848750.28,48342676.46,47856539.33,,,,TRUE,,TRUE,,TRUE,,TRUE
35600,45309603.04,48499207.45,45927054.86,47572904.24,47576535.28,,,,TRUE,,TRUE,,TRUE,,TRUE
35625,46423928.61,47138249.25,46452231.8,47249335.64,46804862.27,,,,TRUE,,TRUE,,TRUE,,TRUE
35650,44733324.4,47155616.41,47794113.99,47258142.64,46089238.67,,,,TRUE,,TRUE,,TRUE,,TRUE
35675,45769264.91,46045949.49,46848052.28,47508042.43,48251457.48,,,,TRUE,,TRUE,,TRUE,,TRUE
35700,44561584.42,47616202.5,48167501.86,48309126.1,46396254.06,,,,TRUE,,TRUE,,TRUE,,TRUE
35725,44640321.72,47092907.29,46433117.68,46848541.7,47319801.19,,,,TRUE,,TRUE,,TRUE,,TRUE
35750,46352122.25,48501920.85,46192734.38,47709498.58,47089318.86,,,,TRUE,,FALSE,,TRUE,,TRUE
35775,44594491.98,47516481.42,48516108.21,48498032,47341198.37,,,,TRUE,,TRUE,,TRUE,,TRUE
35800,45358382.1,46759944.54,45067977.46,47923372.44,48787734.51,,,,TRUE,,FALSE,,TRUE,,TRUE
35825,44705695.28,47018377.53,46494180.65,48156778.89,48056747.17,,,,TRUE,,TRUE,,TRUE,,TRUE
35850,45501480.1,47293430.19,48651994.1,49176666.75,48200796.43,,,,TRUE,,TRUE,,TRUE,,TRUE
35875,44682589.82,49690796.8,48682330.55,48578742.19,49288288.85,,,,TRUE,,TRUE,,TRUE,,TRUE
35900,44839254.17,46654422.63,47825185.98,48210078.46,48296296.06,,,,TRUE,,TRUE,,TRUE,,TRUE
35925,45597518.85,47035985.17,48428206.69,46907216.9,47985785.8,,,,TRUE,,TRUE,,TRUE,,TRUE
35950,44919777.34,47496703.22,45126441.89,46257223.78,47266509.57,,,,TRUE,,TRUE,,TRUE,,TRUE
35975,45412213.84,46479078.67,47700260.14,46639007.15,47597200.26,,,,TRUE,,TRUE,,TRUE,,TRUE
36000,45005183.68,48947675.83,47530543.43,46458294.97,47857507.57,,,,TRUE,,TRUE,,TRUE,,TRUE
