step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1863241632_stopped,1863241632_accumulated_waiting_time,1863241632_average_speed,2330725114_stopped,2330725114_accumulated_waiting_time,2330725114_average_speed,243351999_stopped,243351999_accumulated_waiting_time,243351999_average_speed,243641585_stopped,243641585_accumulated_waiting_time,243641585_average_speed,243749571_stopped,243749571_accumulated_waiting_time,243749571_average_speed,30503246_stopped,30503246_accumulated_waiting_time,30503246_average_speed,30624898_stopped,30624898_accumulated_waiting_time,30624898_average_speed,32564122_stopped,32564122_accumulated_waiting_time,32564122_average_speed,89127267_stopped,89127267_accumulated_waiting_time,89127267_average_speed,89173763_stopped,89173763_accumulated_waiting_time,89173763_average_speed,89173808_stopped,89173808_accumulated_waiting_time,89173808_average_speed,cluster_1427494838_273472399_stopped,cluster_1427494838_273472399_accumulated_waiting_time,cluster_1427494838_273472399_average_speed,cluster_1757124350_1757124352_stopped,cluster_1757124350_1757124352_accumulated_waiting_time,cluster_1757124350_1757124352_average_speed,cluster_1863241547_1863241548_1976170214_stopped,cluster_1863241547_1863241548_1976170214_accumulated_waiting_time,cluster_1863241547_1863241548_1976170214_average_speed,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_stopped,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_accumulated_waiting_time,cluster_306484187_cluster_1200363791_1200363826_1200363834_1200363898_1200363927_1200363938_1200363947_1200364074_1200364103_1507566554_1507566556_255882157_306484190_average_speed,gneJ143_stopped,gneJ143_accumulated_waiting_time,gneJ143_average_speed,gneJ207_stopped,gneJ207_accumulated_waiting_time,gneJ207_average_speed,gneJ208_stopped,gneJ208_accumulated_waiting_time,gneJ208_average_speed,gneJ210_stopped,gneJ210_accumulated_waiting_time,gneJ210_average_speed,gneJ255_stopped,gneJ255_accumulated_waiting_time,gneJ255_average_speed,gneJ257_stopped,gneJ257_accumulated_waiting_time,gneJ257_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
57705.0,33,410.0,3.761467889908257,6.142698044524297,0,0.0,1.0,0,0.0,0.5605387429724412,0,0.0,1.0,0,0.0,0.9636605474568445,9,157.0,0.19698495265054533,0,0.0,1.0,0,0.0,1.0,1,1.0,9.596079666996774e-05,1,2.0,2.781370147520784e-05,7,124.0,0.13577887045749945,0,0.0,1.0,0,11.0,0.21249422016834357,0,0.0,1.0,1,19.0,0.0,0,0.0,1.0,7,125.0,0.009577556162588397,0,6.0,0.6881218095342735,1,24.0,0.0,0,0.0,1.0,1,14.0,0.3029413450198702,0,0.0,1.0,28,483.0
57710.0,38,547.0,4.883928571428571,6.652133490732759,0,0.0,1.0,0,0.0,0.7302642399683865,0,0.0,0.9838106102717247,0,0.0,0.9634319330249249,11,205.0,0.07709411988443673,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,7.0,0.016403353656899208,7,159.0,0.1280381635582251,0,0.0,1.0,0,0.0,0.08278440069568144,0,0.0,1.0,1,24.0,0.0,0,0.0,1.0,8,152.0,1.1902443660655442e-05,0,6.0,0.4704474111245817,1,29.0,0.0,0,0.0,1.0,3,24.0,0.000673417482440787,0,0.0,1.0,32,606.0
57715.0,43,675.0,5.818965517241379,6.935494024470449,0,0.0,1.0,1,1.0,0.49843524783629983,0,0.0,1.0,0,0.0,0.9556768495531515,12,265.0,0.0011743820050577197,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,17.0,0.0,10,205.0,0.0007195178001000255,0,0.0,0.9857138999423026,1,2.0,0.0029714180785156558,0,0.0,1.0,0,20.0,0.242182077588314,0,2.0,0.8718572115054105,9,207.0,0.0006010687111219757,0,23.0,0.6794661931289376,1,34.0,0.0,0,0.0,1.0,1,22.0,0.0,0,0.0,1.0,37,798.0
57720.0,48,762.0,6.568965517241379,6.430065506513467,1,3.0,0.00020723861687614817,2,9.0,0.4589964134763364,0,0.0,1.0,1,1.0,0.3600337562336391,13,330.0,0.023242112807430746,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,27.0,0.0,8,196.0,0.029087181410548568,0,0.0,1.0,1,7.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,10,273.0,7.767865326085958e-06,0,22.0,0.9660345317443012,1,39.0,0.43369221935480406,0,0.0,0.5103106619508732,1,27.0,0.0,0,0.0,1.0,40,934.0
57725.0,43,850.0,7.203389830508475,6.647082577053585,1,8.0,0.0,0,8.0,0.2646119707411231,0,0.0,1.0,3,12.0,0.0009944732735470692,13,397.0,0.13137457733673083,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,37.0,0.0,3,139.0,0.20339897456748912,0,0.0,1.0,1,12.0,0.06242821145216709,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,9,297.0,0.01857657322938472,0,0.0,1.0,1,44.0,0.0,0,0.0,1.0,1,34.0,0.4866297297732864,0,0.0,1.0,34,988.0
57730.0,41,865.0,7.032520325203252,6.749033963218537,1,2.0,0.0,0,0.0,0.36214954807712607,0,0.0,1.0,3,27.0,4.2427119019149065e-06,9,347.0,0.21017068513909132,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,51.0,0.48161142088425407,2,115.0,0.2142040419927288,0,0.0,1.0,2,22.0,0.11736289838295066,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,10,346.0,0.0,0,0.0,1.0,1,49.0,0.0,0,0.0,0.9703462124864002,1,39.0,0.4811335867080462,0,0.0,1.0,31,998.0
57735.0,30,661.0,5.124031007751938,6.969851929567518,1,7.0,0.0,1,0.0,0.0,0,0.0,1.0,0,23.0,0.27254497063313726,9,349.0,0.11634921745234804,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,131.0,0.6848336553080944,4,129.0,0.05234726478817782,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,5,235.0,0.0378224084749652,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,42.0,0.0,0,0.0,1.0,23,916.0
57740.0,35,651.0,4.786764705882353,7.42681270006387,0,8.0,0.142514691839933,0,0.0,0.6460096429899499,0,0.0,1.0,1,2.0,0.0012445868461225644,14,405.0,0.06672920237796368,0,0.0,1.0,0,0.0,0.5246449309535514,0,0.0,1.0,2,139.0,0.5752805189377063,5,125.0,0.1268415108510651,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,143.0,0.18223010470164708,0,7.0,0.7587946637386814,0,2.0,0.6619909182615974,1,1.0,0.0021889916778595423,1,47.0,0.0,0,0.0,1.0,24,879.0
57745.0,32,780.0,5.531914893617022,7.78758978577838,0,0.0,1.0,0,0.0,0.9467854011693109,0,0.0,0.9177321592664496,1,7.0,0.0,14,477.0,0.11691641166062548,0,0.0,1.0,0,0.0,0.3613925403161722,0,0.0,1.0,2,77.0,0.0,1,90.0,0.2647365089268967,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,187.0,0.041503657594893585,0,8.0,0.8850041856842246,0,0.0,0.5620595738858409,0,0.0,0.9037986453612936,1,52.0,0.0,0,2.0,0.9072568638810953,21,900.0
57750.0,32,575.0,3.9383561643835616,7.958365300246487,0,0.0,1.0,0,0.0,0.9991747994794113,0,0.0,0.9002087822736156,0,0.0,1.0,8,393.0,0.14404322195601524,0,0.0,1.0,1,3.0,0.43815334216647056,0,0.0,1.0,2,87.0,0.0,4,67.0,0.08948959629712482,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,5,249.0,0.03810055790586516,0,12.0,0.7495514947775669,0,0.0,0.5616068783980732,0,0.0,0.38555358888070457,0,0.0,1.0,1,4.0,0.004082488886975215,21,815.0
57755.0,36,468.0,3.12,8.101301408860223,0,0.0,1.0,0,0.0,0.09376314259957025,0,0.0,0.9351132181839448,0,0.0,0.9610817930098524,4,293.0,0.34388288848338816,0,0.0,1.0,1,8.0,0.20693687494037394,0,0.0,0.9076069625060122,2,97.0,0.0,7,96.0,0.0005514821436563034,0,0.0,0.8991866226124443,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,7,274.0,0.019318754249458846,0,8.0,0.7429326195196023,0,2.0,0.5246531984396366,1,3.0,0.00038219268530795123,0,0.0,1.0,1,9.0,0.0,23,790.0
57760.0,44,600.0,3.870967741935484,7.719362341027692,0,0.0,1.0,1,0.0,0.3398537383427251,0,0.0,0.9410417637316658,0,0.0,1.0,3,308.0,0.21612593559499715,0,0.0,1.0,3,18.0,0.00035410287870522617,0,0.0,1.0,2,107.0,0.0,7,131.0,0.11965545608176256,1,1.0,0.0023800394507757106,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,10,374.0,2.3586511481423602e-05,0,4.0,0.6702688619995999,1,4.0,0.00011456704641852029,1,8.0,0.0,0,0.0,1.0,1,14.0,0.018443775913893446,30,969.0
57765.0,41,659.0,4.197452229299363,7.75552073513912,0,0.0,1.0,0,0.0,0.6537459336255909,1,1.0,0.44644293993757805,0,0.0,0.9594067482410253,8,338.0,0.10201575571405584,0,0.0,1.0,0,12.0,0.17445859282920917,0,0.0,1.0,2,119.0,0.3295428936347591,8,167.0,0.00027474851641418605,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,10,424.0,0.0006194547712903385,0,0.0,0.5178791064490544,1,11.0,0.4754254895261674,1,15.0,0.1681213364308535,0,0.0,1.0,2,24.0,5.68160036392563e-06,33,1111.0
57770.0,45,837.0,5.166666666666667,7.750963790504107,0,0.0,1.0,0,0.0,0.8012714709272724,2,7.0,0.006176168831774436,1,2.0,0.47822104489191025,12,389.0,0.003587873307118196,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,2,131.0,0.4913874104305982,8,207.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,9,455.0,4.2690802704906795e-06,0,0.0,1.0,1,16.0,0.3596372017603347,1,18.0,0.6310092879862887,0,0.0,1.0,2,34.0,0.32361751436257996,38,1259.0
57775.0,41,798.0,4.836363636363636,8.516951649896622,0,0.0,1.0,0,0.0,0.9237355263728503,0,8.0,0.11074720209149476,1,7.0,0.64663545898697,13,438.0,0.019782863384892335,0,0.0,0.5572691938898524,0,0.0,0.983846454226186,0,2.0,0.9519604434296576,2,139.0,0.30153704693377353,5,198.0,0.03917075248323994,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,9,500.0,0.0,0,16.0,0.7910856591989301,1,5.0,7.109933223923951e-06,2,25.0,0.3098370891680445,0,0.0,1.0,0,0.0,0.9335842952241398,33,1338.0
57780.0,36,921.0,5.514970059880239,8.95771559219027,0,0.0,1.0,0,0.0,0.8517823690652437,0,0.0,0.6620737824406703,1,14.0,0.5691116772312911,13,492.0,0.07537838292867136,0,0.0,0.7192791756557031,0,0.0,1.0,0,2.0,0.9740391865387167,2,147.0,0.0,2,132.0,0.2317200201622084,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,9,545.0,3.5379717955207e-06,0,16.0,0.862416593902456,1,10.0,0.0,2,35.0,0.0,1,3.0,0.47286433819457446,0,0.0,0.9669027646439566,31,1396.0
57785.0,40,1090.0,6.264367816091954,8.279607432252467,0,0.0,1.0,0,0.0,0.22143297188807484,0,0.0,1.0,0,50.0,0.7052603314051158,13,559.0,0.11826777770480662,0,0.0,0.15580149693028486,0,0.0,1.0,0,2.0,0.25827774922381014,2,157.0,0.32576658367072026,4,144.0,0.1379816465272125,0,0.0,1.0,0,0.0,0.937959946833113,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,9,590.0,0.0,0,14.0,0.5122485092439586,1,15.0,0.0,2,45.0,0.0,0,0.0,0.6636048309601477,0,5.0,0.9223837276839755,31,1581.0
57790.0,53,1315.0,7.346368715083799,8.028110716184981,0,0.0,1.0,3,7.0,0.3122772206871397,0,0.0,0.7862523388187916,2,58.0,0.45153723972856424,14,629.0,0.07112455099538478,2,8.0,3.81994307334135e-05,0,0.0,1.0,0,0.0,0.9209209953706325,2,167.0,0.31465742306831185,7,175.0,0.19311231258688816,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.46848798551607823,9,635.0,0.0,0,0.0,1.0,1,20.0,0.0,2,55.0,0.0,0,0.0,1.0,1,6.0,0.7973986651229351,43,1760.0
